form,margin,weight,trajectory,pos_p95_mm,pos_max_mm,clear_min_mm,viol_frac,dev_rms_mm,dev_max_mm,solve_ms_med,solve_ms_p95,solve_ms_max,iters_mean,nonconv
soft,0.03,10.0,arms_converge,8.691675386284373,15.471754584555736,-29.964622497558594,0.6290909090909091,4.905240535736084,15.471729278564453,19.772120023844764,76.64334988512564,107.72590001579374,40.46,0.12
soft,0.03,10.0,self_fold,41.88792443657027,42.34768874823058,18.42999839782715,0.0,0.04805425554513931,0.2935692071914673,6.80160999763757,64.74767416075338,80.6642830139026,23.905,0.03666666666666667
soft,0.03,10.0,teleop_grasp,47.72411348366601,51.74730867613177,19.71028709411621,0.0,0.0385013222694397,0.4261794984340668,5.499808001331985,30.481031758245084,85.76342603191733,11.41,0.006666666666666667
soft,0.03,30.0,bimanual_parallel,0.009857839066282197,0.025578897936788195,19.52883529663086,0.0,0.0044211349450051785,0.025601761415600777,4.2688420217018574,7.9128571873297915,11.057729949243367,3.6153846153846154,0.0
soft,0.03,30.0,bimanual_tight,3.439536393084826,3.4417914712853817,16.86977195739746,0.0,2.7352652549743652,3.4417858123779297,4.145558486925438,7.801122416276485,12.913096987176687,3.335384615384615,0.0
soft,0.03,30.0,bimanual_handoff,0.025560746064037555,0.405791238262321,17.334609985351562,0.0,0.033221982419490814,0.40578722953796387,4.383007995784283,20.146520575508468,70.94733195845038,6.114285714285714,0.0019047619047619048
soft,0.03,30.0,arms_converge,23.597808138267652,26.742252464877005,-9.662020683288574,0.12545454545454546,15.920419692993164,26.74225616455078,35.27389353257604,68.73035800817888,106.41573701286688,44.64181818181818,0.13818181818181818
soft,0.03,30.0,self_fold,41.89230934928234,42.35084669368641,18.225177764892578,0.0,0.11416052281856537,0.4092625081539154,7.80523000867106,63.98424834769683,71.4424760080874,24.175,0.03666666666666667
soft,0.03,30.0,teleop_grasp,47.72540690094381,51.66373731124939,19.90719223022461,0.0,0.030659258365631104,0.4256816506385803,5.4465695284307,32.89396093750838,82.965616020374,11.516666666666667,0.0033333333333333335
soft,0.03,100.0,bimanual_parallel,0.11049196041772541,0.2800130485599625,19.528806686401367,0.0,0.048322394490242004,0.2800334095954895,4.2565445182845,6.7546804959420115,14.51190299121663,3.5876923076923077,0.0
soft,0.03,100.0,bimanual_tight,6.157397209766074,6.158074879518615,19.528827667236328,0.0,4.902963638305664,6.1580095291137695,4.1422869835514575,7.322441678843446,47.691190033219755,3.4153846153846152,0.0
soft,0.03,100.0,bimanual_handoff,0.24837442341238078,1.184464551638882,19.53182029724121,0.0,0.1270376741886139,1.1844418048858643,4.307585011702031,36.230218759737895,70.79290196998045,8.65904761904762,0.0038095238095238095
soft,0.03,100.0,arms_converge,50.14084377109477,50.78112780687415,8.249591827392578,0.0,32.17483901977539,50.781089782714844,57.68650348181836,69.99192885996307,76.46071503404528,64.39272727272727,0.4254545454545455
soft,0.03,100.0,self_fold,41.91855274652002,42.395768684323,17.37459373474121,0.0,0.31848976016044617,1.6652872562408447,8.211627486161888,69.33217599871567,95.27829597936943,26.161666666666665,0.10333333333333333
soft,0.03,100.0,teleop_grasp,47.08305387426278,51.69750824214635,19.5274658203125,0.0,15.848701477050781,51.63433074951172,5.413835984654725,38.72841385309586,85.10111196665093,12.843333333333334,0.006666666666666667
soft,0.03,300.0,bimanual_parallel,0.9760681491214726,2.237020446801697,19.528854370117188,0.0,0.4035009443759918,2.2369961738586426,4.225632001180202,6.859037739923224,32.18169597676024,3.810769230769231,0.0
soft,0.03,300.0,bimanual_tight,7.836565960645378,7.838666441367799,19.528825759887695,0.0,6.250101089477539,7.8386383056640625,4.149996995693073,7.531228809966702,32.75436902185902,3.4461538461538463,0.0
soft,0.03,300.0,bimanual_handoff,1.2452639280525757,2.804864375052163,19.548830032348633,0.0,0.5554209351539612,2.8047878742218018,4.296211001928896,59.57010680576786,71.70887303072959,11.636190476190476,0.02095238095238095
soft,0.03,300.0,arms_converge,57.77948173924486,57.79029348907333,17.28716468811035,0.0,36.80773162841797,57.790287017822266,57.02765451860614,68.45726781757548,80.19727701321244,68.58909090909091,0.22545454545454546
soft,0.03,300.0,self_fold,42.98070782474977,43.42503366950326,20.544626235961914,0.0,1.0182507038116455,3.904947280883789,5.811369512230158,11.025756492745124,26.772279001306742,6.631666666666667,0.0
soft,0.03,300.0,teleop_grasp,47.08097772899617,51.751041133372794,19.527633666992188,0.0,15.798993110656738,51.576114654541016,5.157861509360373,33.88179276080337,62.266232969705015,11.86,0.0
soft,0.04,10.0,bimanual_parallel,0.009862685045652589,0.018186886955498048,19.528806686401367,0.0,0.0043931989930570126,0.018177859485149384,4.1937684873119,6.7212314053904265,69.43394499830902,3.6769230769230767,0.0
soft,0.04,10.0,bimanual_tight,2.2222237461150898,2.222290798643234,14.440383911132812,0.0,1.7689114809036255,2.22236704826355,27.734437520848587,36.418463347945355,73.09751800494269,27.83076923076923,0.0
soft,0.04,10.0,bimanual_handoff,0.03543988075966102,0.16724652267991996,16.15629768371582,0.0,0.020041875541210175,0.1672019511461258,4.256384971085936,22.504933399613943,68.39993200264871,7.232380952380953,0.0038095238095238095
soft,0.04,10.0,arms_converge,11.175347064411792,17.351637074461294,-29.062713623046875,0.6254545454545455,6.404963970184326,17.351655960083008,44.584570510778576,90.55328314716462,114.37842197483405,63.06363636363636,0.37636363636363634
soft,0.04,10.0,self_fold,41.892963019040955,42.37323456533399,18.195566177368164,0.0,0.14178113639354706,0.391724556684494,8.367774455109611,65.57275291997938,78.38874799199402,24.546666666666667,0.051666666666666666
soft,0.04,10.0,teleop_grasp,47.72477708281671,51.75070039834439,19.764039993286133,0.0,0.0548211894929409,0.49453240633010864,5.465448019094765,31.114720558980498,77.8692809981294,12.126666666666667,0.0033333333333333335
