config,pair,mesh_mm,pyroki_mm,tight_mm
arms_converge_apex,leftleft_finger_link|middlecamera_cover,223.15635519097418,153.97579967975616,202.11254060268402
arms_converge_apex,rightbase_link|rightupper_forearm_link,322.00382105376906,178.7939965724945,207.42669701576233
teleop_grasp_end,rightbase_link|rightupper_arm_link,45.22891144274329,-133.93452763557434,-84.13276076316833
teleop_grasp_end,rightwrist_link|rightgripper_base,-4.845313471814617,-92.46936440467834,-66.01372361183167
teleop_grasp_end,rightlower_forearm_link|rightgripper_base,45.73936982636206,-66.97068363428116,-30.517764389514923
teleop_grasp_end,rightbase_link|rightlower_forearm_link,208.799650263736,96.8463122844696,119.86280977725983
teleop_grasp_end,rightbase_link|rightwrist_link,187.64029388778582,128.1278133392334,111.27211153507233
teleop_grasp_end,rightbase_link|rightgripper_base,131.70985605940473,97.7938175201416,47.58681356906891
teleop_grasp_end,rightupper_arm_link|rightlower_forearm_link,169.40328187564026,72.49020040035248,77.1847516298294
teleop_grasp_end,rightgripper_base|leftgripper_base,250.0000638012499,226.7267405986786,91.29264950752258
teleop_grasp_end,rightright_finger_link|leftleft_finger_link,239.41443063494862,144.21424269676208,190.95781445503235
teleop_grasp_end,rightleft_finger_link|leftright_finger_link,506.32354445568006,405.7435691356659,462.2916877269745
teleop_grasp_end,rightright_finger_link|middlecamera_body,225.63596716837472,222.22846746444702,197.34257459640503
teleop_grasp_end,leftgripper_base|middlecamera_body,205.02101010952853,116.10297113656998,108.90167951583862
teleop_grasp_end,leftleft_finger_link|middlecamera_cover,222.06267954893792,185.0237399339676,185.9290897846222
teleop_grasp_end,rightbase_link|rightupper_forearm_link,225.40359010502948,48.11456799507141,121.9872534275055
parked_hands,rightbase_link|rightupper_arm_link,37.2589497417199,-128.08293104171753,-78.63085716962814
parked_hands,rightwrist_link|rightgripper_base,-4.847767519899603,-110.6489822268486,-70.29509544372559
parked_hands,rightlower_forearm_link|rightgripper_base,51.5301469468477,-42.08932816982269,-28.511516749858856
parked_hands,rightbase_link|rightlower_forearm_link,264.2838197466175,65.08868932723999,166.51146113872528
parked_hands,rightbase_link|rightwrist_link,298.3133722688277,127.41297483444214,207.27096498012543
parked_hands,rightbase_link|rightgripper_base,315.9799450474245,142.63075590133667,221.97626531124115
parked_hands,rightupper_arm_link|rightlower_forearm_link,162.1589520439839,53.69257926940918,68.38886439800262
parked_hands,rightgripper_base|leftgripper_base,586.2553619421482,430.640310049057,509.9372863769531
parked_hands,rightright_finger_link|leftleft_finger_link,414.2073326081907,407.52437710762024,365.9868538379669
parked_hands,rightleft_finger_link|leftright_finger_link,414.2073602496295,407.524436712265,365.9672737121582
parked_hands,rightright_finger_link|middlecamera_body,251.72127129417072,217.92155504226685,194.06026601791382
parked_hands,leftgripper_base|middlecamera_body,142.10236995749815,60.60370057821274,104.75596785545349
parked_hands,leftleft_finger_link|middlecamera_cover,112.47739508285771,75.64975321292877,62.137678265571594
parked_hands,rightbase_link|rightupper_forearm_link,252.5730135160708,-1.863420009613037,123.80340695381165
